image_name,question,correct_answer,question_type,answer_type,map_type,image_size_bucket,geographic_level
85.jpg,Which entrance is closest to the Central Energy Plant?,The entrance on Village Green Circle,['Comparative'],Single Entity,_layout,0.5–2MP,_campus
85.jpg,Identify the area designated for emergency services.,The area marked with a red cross symbol near Medical Parkway,['Other'],Single Entity,_layout,0.5–2MP,_campus
85.jpg,Which building is located farthest east on the map?,The Cottages at Brushy Creek,"['Positional', 'Comparative']",Single Entity,_layout,0.5–2MP,_campus
85.jpg,How many cottages are in the Cottages at Bushy creek?,13,['Other'],Counting,_layout,0.5–2MP,_campus
85.jpg,How many parking areas in the cottages at bushy creek?,3,['Other'],Counting,_layout,0.5–2MP,_campus
85.jpg,How many unnamed buildings are in the map excluding the cottages at bushy creek?,1,['Other'],Counting,_layout,0.5–2MP,_campus
86.png,How far does it say Pengu Tao is from the mainland?,No distance can be inferred,['Positional'],Boolean,_cartogram,0.1–0.5MP,_country
86.png,Which region is the smallest location on the mainland?,T'ainan,"['Positional', 'Comparative']",Single Entity,_cartogram,0.1–0.5MP,_country
86.png,How many island clusters are to the right of the mainland?,2,['Positional'],Counting,_cartogram,0.1–0.5MP,_country
86.png,Which section has the most dense green grid?,T'ai Chung,"['Visual', 'Comparative']",Single Entity,_cartogram,0.1–0.5MP,_country
86.png,Which section has the least dense green grid?,Taipei,"['Visual', 'Comparative']",Single Entity,_cartogram,0.1–0.5MP,_country
86.png,How many times do you see the letter p in this image?,8,['Visual'],Counting,_cartogram,0.1–0.5MP,_country
86.png,What is the word count of this image?,13,['Other'],Counting,_cartogram,0.1–0.5MP,_country
87.png,Which island features the Honolulu Skyline rail system?,Oʻahu,['Other'],Single Entity,_network,>8MP,_state
87.png,Which ferry route connects Honolulu (Oʻahu) to Hilo (Hawaiʻi)?,F21,['Positional'],Single Entity,_network,>8MP,_state
87.png,Which railroad line operates between Līhuʻe and Kōloa on Kauaʻi?,Kauaʻi Railroad or K2,['Positional'],Single Entity,_network,>8MP,_state
87.png,Which island shows the most rail lines on the map?,Oʻahu,['Comparative'],Single Entity,_network,>8MP,_state
87.png,Which Maui ferry connects Lahaina to Mānele (Lānaʻi)?,F31,['Positional'],Single Entity,_network,>8MP,_state
87.png,What is the code for the ferry from Honolulu (Oʻahu) to Kāneʻohe (Oʻahu)?,F24,['Other'],Single Entity,_network,>8MP,_state
87.png,"Which rail system runs between Wailuku, Kahului, and Kīhei?",Maui Railroad or M1,['Positional'],Single Entity,_network,>8MP,_state
87.png,Which island hosts the Hawaiʻi Railroad system?,Hawaiʻi  or Big Island,['Other'],Single Entity,_network,>8MP,_state
87.png,Which ferry route connects Honolulu (Oʻahu) to Nāwiliwili (Kauaʻi)?,F28,['Positional'],Single Entity,_network,>8MP,_state
87.png,"Which rail system operates between Huakaʻiʻole, Hilo, and Pāhoa?",Hawaiʻi Railroad or H1,['Positional'],Single Entity,_network,>8MP,_state
88.png,"Focusing on the UK, do the areas with higher population density also show a trend of higher covid",No,['Comparative'],Boolean,_choropleth,0.1–0.5MP,_subcontinent
88.png,"Conversely, are there regions with a higher number of COVID-19 cases but lower population density?",Yes,['Comparative'],Boolean,_choropleth,0.1–0.5MP,_subcontinent
88.png,From the map get data for serbia,No data available,['Other'],Boolean,_choropleth,0.1–0.5MP,_subcontinent
88.png,"Based on the map, what can you infer about the situation in Eastern European countries?",No data available,['Positional'],Single Entity,_choropleth,0.1–0.5MP,_subcontinent
88.png,Are there any island regions depicted that show notable combinations of population density and COVID,yes,['Other'],Boolean,_choropleth,0.1–0.5MP,_subcontinent
88.png,Which specific variant of the COVID-19 virus was most prevalent in the regions?,No data available,['Comparative'],Single Entity,_choropleth,0.1–0.5MP,_subcontinent
88.png,What was the average age of individuals in the regions with the highest COVID-19 mortality rates?,No data available,['Comparative'],Single Entity,_choropleth,0.1–0.5MP,_subcontinent
88.png,What geographical area is primarily depicted in this map?,Europe,['Other'],Single Entity,_choropleth,0.1–0.5MP,_subcontinent
88.png,"According to the legend, what color intensity indicates a higher population density?",darker shades of blue,"['Visual', 'Comparative']",Single Entity,_choropleth,0.1–0.5MP,_subcontinent
88.png,"According to the legend, what color intensity suggests a higher number of COVID-19 cases?",darker shades of red,"['Visual', 'Comparative']",Single Entity,_choropleth,0.1–0.5MP,_subcontinent
89.jpg,Which port does the red ferry line originate from?,Alexandroupoli,['Visual'],Single Entity,_network,0.1–0.5MP,_country
89.jpg,"According to the legend, what color represents the ferry route from Piraeus to Paros, Naxos etc",Brown,['Visual'],Single Entity,_network,0.1–0.5MP,_country
89.jpg,Does a ferry route directly connect Igoumenitsa and Alexandroupoli according to this map?,No,['Other'],Boolean,_network,0.1–0.5MP,_country
89.jpg,Which of the following islands is directly served by a ferry from Lavrio shown on the map?,Kea,['Visual'],Single Entity,_network,0.1–0.5MP,_country
89.jpg,What is the origin port for the blue ferry line?,Volos,['Visual'],Single Entity,_network,0.1–0.5MP,_country
89.jpg,Does the green ferry line serve the island of Chios (Mytilene)?,Yes,['Visual'],Boolean,_network,0.1–0.5MP,_country
89.jpg,Which port serves as a starting point for ferries going to Hydra?,Piraeus,['Other'],Single Entity,_network,0.1–0.5MP,_country
89.jpg,Is there a direct ferry route shown between Thessaloniki and any of the Cycladic islands,No,"['Visual', 'Positional']",Boolean,_network,0.1–0.5MP,_country
89.jpg,"According to the legend, what color represents the ferry route from Volos to Skiathos, Skopelos etc",Blue,['Visual'],Single Entity,_network,0.1–0.5MP,_country
89.jpg,Does a ferry route from Rafina directly go to Alexandroupoli?,No,['Other'],Boolean,_network,0.1–0.5MP,_country
90.png,Which State has the highest population?,California,['Comparative'],Single Entity,_cartogram,0.1–0.5MP,_country
90.png,Name the two states with the deepest hue that are not directly adjacent.,"California, Texas","['Visual', 'Positional']",Listing,_cartogram,0.1–0.5MP,_country
90.png,Which two neighboring states have the most contrast in population color?,"California, Oregon","['Visual', 'Comparative']",Listing,_cartogram,0.1–0.5MP,_country
90.png,How many states here have a population of over 15 million?,7,['Comparative'],Counting,_cartogram,0.1–0.5MP,_country
90.png,What is the only state in the bottom row with a population below 15 million but above 10 million?,Florida,"['Positional', 'Comparative']",Single Entity,_cartogram,0.1–0.5MP,_country
90.png,Which two coastal states have identical shades despite different real-world populations?,"Maine, New Hampshire",['Other'],Listing,_cartogram,0.1–0.5MP,_country
90.png,Name the northernmost state in the map that has a population below 10 million.,Alaska,"['Positional', 'Comparative']",Single Entity,_cartogram,0.1–0.5MP,_country
90.png,How many states are colored more darkly than Florida but lighter than California?,Texas,"['Visual', 'Comparative']",Counting,_cartogram,0.1–0.5MP,_country
90.png,Which state is the most purple yet touches no water?,,"['Visual', 'Positional', 'Comparative']",Single Entity,_cartogram,0.1–0.5MP,_country
90.png,Is the state between Pennsylvania and North Carolina more or less populous than Georgia?,Yes,"['Positional', 'Comparative']",Boolean,_cartogram,0.1–0.5MP,_country
91.jpg,Which North American country is light blue (1000-5000 deaths)?,Canada,"['Visual', 'Positional']",Single Entity,_choropleth,2–8MP,_world
91.jpg,Which Caribbean island is orange (50000-500000 deaths)?,Dominican Republic,['Visual'],Single Entity,_choropleth,2–8MP,_world
91.jpg,Which small Indian-Ocean nation is dark blue (<1000 deaths)?,Seychelles,['Visual'],Single Entity,_choropleth,2–8MP,_world
91.jpg,Which European country is dark blue (<1000 deaths) while its neighbors are lighter?,Norway,"['Visual', 'Comparative']",Single Entity,_choropleth,2–8MP,_world
91.jpg,Which Balkan Peninsula country is dark blue while all its neighbors are lighter shades?,Croatia,"['Visual', 'Comparative']",Single Entity,_choropleth,2–8MP,_world
91.jpg,Which South American country is the only dark blue one surrounded by light-blue or yellow neighbors?,Uruguay,"['Visual', 'Positional']",Single Entity,_choropleth,2–8MP,_world
91.jpg,"In the Persian Gulf inset, which country is pale yellow while most others are orange or dark blue?",Kuwait,"['Visual', 'Comparative']",Single Entity,_choropleth,2–8MP,_world
91.jpg,How many Balkan Peninsula countries are dark blue?,4,['Visual'],Counting,_choropleth,2–8MP,_world
91.jpg,What death-range does pale yellow represent?,5000 – 50000,['Visual'],Single Entity,_choropleth,2–8MP,_world
91.jpg,"In the Caribbean inset, which isle is dark blue?",Grenada,['Visual'],Single Entity,_choropleth,2–8MP,_world
92.jpg,Which strait do the ferry routes shown cross between Europe and Asia?,Bosporus,"['Visual', 'Positional']",Single Entity,_network,0.1–0.5MP,_city
92.jpg,Which area on the map is marked as “Old Istanbul”?,Eminonu and Sirkeci,['Visual'],Single Entity,_network,0.1–0.5MP,_city
92.jpg,"Which ferry destination lies farthest south, reaching into the Sea of Marmara?",Princes Islands or Adala),"['Positional', 'Comparative']",Single Entity,_network,0.1–0.5MP,_city
92.jpg,"Which area on the Asian side has two ferry docks close to each other, marked as Kanlıca and Cubuklu?",Near Beykoz,"['Visual', 'Positional']",Single Entity,_network,0.1–0.5MP,_city
92.jpg,Which European-side dock lies directly across from Uskudar on the Asian side?,Besiktas,['Positional'],Single Entity,_network,0.1–0.5MP,_city
92.jpg,Which Asian dock is positioned furthest north along the Bosporus?,Anadolu Kavagi,"['Positional', 'Comparative']",Single Entity,_network,0.1–0.5MP,_city
92.jpg,Which ferry line connects Karakoy on the European side to Kadikoy on the Asian side?,Purple line,['Positional'],Single Entity,_network,0.1–0.5MP,_city
92.jpg,What is the main ferry hub shown on the European side near Old Istanbul?,Eminonu,"['Visual', 'Positional']",Single Entity,_network,0.1–0.5MP,_city
92.jpg,Which dock on the Asian side is closest to the Princes’ Islands route?,Bostanci,"['Positional', 'Comparative']",Single Entity,_network,0.1–0.5MP,_city
92.jpg,Which ferry dock is located between Besiktas and Kasimpasa on the European side?,Kabatas,['Positional'],Single Entity,_network,0.1–0.5MP,_city
93.jpg,How many subway lines are there?,5,['Other'],Counting,_network,>8MP,_city
93.jpg,What lines are on the path where Arlington Cemetery is located on?,"Blue, Yellow",['Positional'],Listing,_network,>8MP,_city
93.jpg,There are 5 green and white shaded areas on the map.,2,['Visual'],Boolean,_network,>8MP,_city
93.jpg,How many lines does the yellow line intersect,3,"['Visual', 'Positional']",Counting,_network,>8MP,_city
93.jpg,How many bodies of water are there?,2,['Other'],Counting,_network,>8MP,_city
93.jpg,How many options does someone have to go to Rosslyn?,2,['Other'],Counting,_network,>8MP,_city
93.jpg,How many options does someone have to go to the Pentagon?,2,['Other'],Counting,_network,>8MP,_city
93.jpg,How many options does someone have to go to the Friendship Heights?,1,['Other'],Counting,_network,>8MP,_city
94.png,Which hospital is closest to the Starbucks?,The Cancer Hospital,['Comparative'],Single Entity,_layout,0.5–2MP,_campus
94.png,The Emergency room is next to which hospital?,The Neuro Science hospital,['Other'],Single Entity,_layout,0.5–2MP,_campus
94.png,How can I reach emergency room if I am at manning drive?,We can use emergency room drive to reach there.,['Other'],Reasoning,_layout,0.5–2MP,_campus
94.png,Is Children's hospital between Memorial Hospital and Women's hospital?,Yes,['Positional'],Boolean,_layout,0.5–2MP,_campus
94.png,Which route seems like it has the least walking distance to the Emergency Room?,emergency drive.,"['Positional', 'Comparative']",Single Entity,_layout,0.5–2MP,_campus
94.png,How many different routes/drives are there in this map?,4,['Other'],Counting,_layout,0.5–2MP,_campus
94.png,How many sky walks are there?,3,['Other'],Counting,_layout,0.5–2MP,_campus
94.png,Is the starbucks coffee close to memorial hospital or cancer hospital?,No,['Other'],Boolean,_layout,0.5–2MP,_campus
94.png,I am at Dogwood Deck how many drives are there which could take me to the women's hospital?,3,['Other'],Single Entity,_layout,0.5–2MP,_campus
94.png,Is emergency room and Manning Deck connected with any drive?,Yes,['Positional'],Boolean,_layout,0.5–2MP,_campus
94.png,How many hospitals are there?,5,['Other'],Counting,_layout,0.5–2MP,_campus
95.jpg,What landmark does stop 1 serve on the Chester Tour Route?,Chester Station & Queen’s Hotel,['Other'],Single Entity,_mixed,0.5–2MP,_city
95.jpg,Which bus stop number corresponds to the Visitor Information Centre & Café?,Stop 4,['Visual'],Single Entity,_mixed,0.5–2MP,_city
95.jpg,At which stop can you see the Roman Amphitheatre and Gardens?,5,['Visual'],Single Entity,_mixed,0.5–2MP,_city
95.jpg,Which stop provides the Chester Boat connection on the River Dee?,6,['Other'],Single Entity,_mixed,0.5–2MP,_city
95.jpg,What feature is located at stop 7?,Pepper Street Bridge,['Positional'],Single Entity,_mixed,0.5–2MP,_city
95.jpg,On which road is stop 8 situated?,Bridgegate Road,['Other'],Single Entity,_mixed,0.5–2MP,_city
95.jpg,Which stop number appears on Grosvenor Road just beyond Grosvenor Park?,9,['Visual'],Single Entity,_mixed,0.5–2MP,_city
95.jpg,Which stop is directly in front of the Grosvenor Museum?,12,['Other'],Single Entity,_mixed,0.5–2MP,_city
95.jpg,What number marks the bus stop at the Forum Shopping Centre?,14,['Visual'],Single Entity,_mixed,0.5–2MP,_city
95.jpg,Which stop lies at the junction of St Martin’s Way and Delamere Street?,15,['Positional'],Single Entity,_mixed,0.5–2MP,_city
95.jpg,Which stops are located immediately on either side of the river crossing?,"6, 8",['Positional'],Listing,_mixed,0.5–2MP,_city
96.png,"Based only on the image, which country in South America has >100% inflation?",Venezuela,['Positional'],Single Entity,_choropleth,0.1–0.5MP,_world
96.png,"Based only on the image, what is the inflation range of Turkey?",50–100%,['Other'],Single Entity,_choropleth,0.1–0.5MP,_world
96.png,"Based only on the image, which south east asia country has inflation in the 20–50% range?",Laos,['Positional'],Single Entity,_choropleth,0.1–0.5MP,_world
96.png,"Based only on the image,  give me a number, how many countries don't have data?",4,['Other'],Counting,_choropleth,0.1–0.5MP,_world
96.png,"Based only on the image, what is the inflation range for South Korea?",5-10%,['Positional'],Single Entity,_choropleth,0.1–0.5MP,_world
96.png,"Based only on the image, which country in the Caucasus region has >100% inflation?",none,['Other'],Single Entity,_choropleth,0.1–0.5MP,_world
96.png,"Based only on the image, which country in the south asia region has 50-100% inflation?",Sri Lanka,['Positional'],Single Entity,_choropleth,0.1–0.5MP,_world
96.png,"Based only on the image, which two South American countries have inflation between 50–100%?",Argentina and Suriname,['Positional'],Single Entity,_choropleth,0.1–0.5MP,_world
96.png,"Based only on the image, what is the inflation range for Ukraine?",10-20%,['Other'],Single Entity,_choropleth,0.1–0.5MP,_world
96.png,"Based only on the image, give me a number, how many countries have over 100% inflation?",4,['Comparative'],Counting,_choropleth,0.1–0.5MP,_world
97.png,How many continents are white?,2,['Visual'],Counting,_choropleth,0.5–2MP,_world
97.png,How many regions in south america are red?,4,"['Visual', 'Positional']",Counting,_choropleth,0.5–2MP,_world
97.png,How many colors represent USA?,1,['Visual'],Counting,_choropleth,0.5–2MP,_world
97.png,Does russia or india have a better rate?,Russia,['Other'],Boolean,_choropleth,0.5–2MP,_world
97.png,Does AUS or CAN have a better rate?,No,['Other'],Boolean,_choropleth,0.5–2MP,_world
97.png,Does italy or canada have a lower rate?,No,['Comparative'],Boolean,_choropleth,0.5–2MP,_world
97.png,How many red and orange country borders are there?,4,"['Visual', 'Positional']",Counting,_choropleth,0.5–2MP,_world
97.png,What is the color of the largest south american region?,Yellow,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world
97.png,Does China and Mexico have different colors?,No,['Visual'],Boolean,_choropleth,0.5–2MP,_world
97.png,What country represents 100 years life expectancy?,Japan or South Korea,['Other'],Single Entity,_choropleth,0.5–2MP,_world
98.jpg,how many separate metro lines are there?,11,['Other'],Counting,_network,0.1–0.5MP,_city
98.jpg,"Using the maps above, how many red circles are there?",10,"['Visual', 'Positional']",Counting,_network,0.1–0.5MP,_city
98.jpg,count the number of stops the orange line makes?,10,['Visual'],Counting,_network,0.1–0.5MP,_city
98.jpg,count the number of stops the dark blue line makes?,31,['Visual'],Counting,_network,0.1–0.5MP,_city
98.jpg,count the number of stops the green line makes?,6,['Visual'],Counting,_network,0.1–0.5MP,_city
98.jpg,name the stops that are made in the light blue metro line,Yenimahalle and Kirazli,['Visual'],Single Entity,_network,0.1–0.5MP,_city
98.jpg,how many times do three metro lines intersect,5,['Positional'],Counting,_network,0.1–0.5MP,_city
98.jpg,which color line is the airport near?,Red,"['Visual', 'Positional']",Single Entity,_network,0.1–0.5MP,_city
98.jpg,name the stops that are made in the pink metro line,"Kadıköy, Ayrılık Çeşmesi",['Visual'],Listing,_network,0.1–0.5MP,_city
98.jpg,which metro lines intersect with the pink or m4 line,"T3 brown or tan, dark grey","['Visual', 'Positional']",Listing,_network,0.1–0.5MP,_city
99.jpg,How many distinct bridge illustrations are shown spanning the Bosphorus strait?,1,['Visual'],Counting,_marker,>8MP,_city
99.jpg,How many individual ferry or large boat illustrations are shown on the water bodies,1,"['Visual', 'Comparative']",Counting,_marker,>8MP,_city
99.jpg,What is the name of the structure illustrated directly north of the Hippodrome Square label?,Obelisk of Theodesius,"['Visual', 'Positional']",Single Entity,_marker,>8MP,_city
99.jpg,How many illustrations featuring the Turkish Airlines logo are present including everything.,3,['Other'],Counting,_marker,>8MP,_city
99.jpg,What specific color is the roof of the main tower structure in the Dolmabahce Palace illustration?,Blue,['Visual'],Single Entity,_marker,>8MP,_city
99.jpg,What landmark is depicted immediately south of the Galata Bridge?,New Mosque,['Positional'],Single Entity,_marker,>8MP,_city
99.jpg,Which mosque is across Galata Tower,New Mosque,['Positional'],Single Entity,_marker,>8MP,_city
99.jpg,What type of historic industrial building is labeled near Yildiz Palace Chalet?,Imperial Factory,"['Visual', 'Positional']",Single Entity,_marker,>8MP,_city
100.png,Which country in Europe has the largest population?,Germany,['Comparative'],Single Entity,_cartogram,>8MP,_world
100.png,What is the population of Indonesia as per this cartogram?,255.4 Million,['Other'],Single Entity,_cartogram,>8MP,_world
100.png,Which African country appears the largest in area on this map?,Nigeria,"['Visual', 'Comparative']",Single Entity,_cartogram,>8MP,_world
100.png,Which North American country has the smallest population on this map?,Belize,"['Positional', 'Comparative']",Single Entity,_cartogram,>8MP,_world
100.png,Which European country appears black in color?,Italy,['Visual'],Single Entity,_cartogram,>8MP,_world
100.png,Which country lies directly south of China on this map?,India,['Positional'],Single Entity,_cartogram,>8MP,_world
100.png,Is Australia larger in population than Taiwan?,No,['Comparative'],Boolean,_cartogram,>8MP,_world
100.png,What country appears west of Iran and east of Saudi Arabia?,Iraq,"['Visual', 'Positional']",Single Entity,_cartogram,>8MP,_world
100.png,What is the population of the U.K. according to the map?,64.1 million,['Other'],Single Entity,_cartogram,>8MP,_world
100.png,Which Southeast Asian country is shown in red and has a large population?,Indonesia,"['Visual', 'Positional', 'Comparative']",Single Entity,_cartogram,>8MP,_world
101.jpg,Count number of right turns when going from A to B,2,['Positional'],Counting,_network,0.5–2MP,_neighborhood
101.jpg,What are the points encountered if i want to go from Marsh to Sheerwood. Just give me the labels,"A, B, C, D, E",['Visual'],Listing,_network,0.5–2MP,_neighborhood
101.jpg,Which stops provide connections to Route 82?,"B,D",['Other'],Listing,_network,0.5–2MP,_neighborhood
101.jpg,If i go from C to A will i encounter Christopher,No,['Other'],Reasoning,_network,0.5–2MP,_neighborhood
101.jpg,If i go from point A to point F will i encounter Laurel,No,['Other'],Reasoning,_network,0.5–2MP,_neighborhood
101.jpg,if I go from E to F and back to E Does the shuttle route loop clockwise or counterclockwise?,Counter Clockwise,['Positional'],Reasoning,_network,0.5–2MP,_neighborhood
101.jpg,Is the distance travelled from E to F same and F to E,No,['Positional'],Boolean,_network,0.5–2MP,_neighborhood
101.jpg,Is the distance travelled from A to C same and C to A,No,['Positional'],Boolean,_network,0.5–2MP,_neighborhood
101.jpg,"Name all the stops, lanmarks, streets etc if i move from A to C","Christopher, Harmon, Flood park, Bay, Laurel, Durhan",['Other'],Listing,_network,0.5–2MP,_neighborhood
101.jpg,"Name all the stops, lanmarks, streets etc if i move from D to F","Gilbert , Willow, E , Sheerwood , Middlefield ,FRawenswood,",['Other'],Listing,_network,0.5–2MP,_neighborhood
102.jpg,Which color line serves Lincoln Center on the West Side?,Purple,"['Visual', 'Positional']",Single Entity,_mixed,0.5–2MP,_city
102.jpg,Which colored loop runs along 5th Avenue past the Empire State Building area?,Gray,"['Visual', 'Positional']",Single Entity,_mixed,0.5–2MP,_city
102.jpg,Which loop stops at South Street Seaport on the East River?,Green,['Positional'],Single Entity,_mixed,0.5–2MP,_city
102.jpg,What is the final stop (number and name) on the Uptown Loop?,"32, Apollo Theater",['Other'],Listing,_mixed,0.5–2MP,_city
102.jpg,Which stop number is St. Patrick’s Cathedral on the Uptown Loop?,17,['Other'],Single Entity,_mixed,0.5–2MP,_city
102.jpg,"On the Downtown Loop, which stop number marks the Staten Island Ferry?",3,['Visual'],Single Entity,_mixed,0.5–2MP,_city
102.jpg,Which tour never stops at Times Square?,Downtown Loop,['Other'],Single Entity,_mixed,0.5–2MP,_city
102.jpg,How many Uptown-Loop stops lie north of 96th Street?,6,['Positional'],Counting,_mixed,0.5–2MP,_city
102.jpg,"On the Gray Line,what stop number is the Empire State Building?",7,['Visual'],Single Entity,_mixed,0.5–2MP,_city
102.jpg,"On the Uptown Loop,which two consecutive stops serve Lincoln Center and Museum of Natural History?","20,21",['Positional'],Listing,_mixed,0.5–2MP,_city
103.png,Which attraction lies directly north of the Coaches Museum?,Jerónimos Monastery,['Positional'],Single Entity,_marker,0.5–2MP,_city
103.png,What is the only attraction located south of the 25 de Abril Bridge on the opposite side of the rive,Cristo Rei,['Positional'],Single Entity,_marker,0.5–2MP,_city
103.png,Which two museums are closest to each other on the map in the Belem area?,"Berardo Museum, Coaches Museum",['Comparative'],Listing,_marker,0.5–2MP,_city
103.png,Which museum lies farthest to the northwest on the map?,Calouste Gulbenkian Museum,"['Positional', 'Comparative']",Single Entity,_marker,0.5–2MP,_city
103.png,Which landmark lies almost directly between Santa Justa Elevator and National Pantheon?,Castle,['Positional'],Single Entity,_marker,0.5–2MP,_city
103.png,Which attraction is near the water and west of the Discoveries Monument?,Belém Tower,['Positional'],Single Entity,_marker,0.5–2MP,_city
103.png,Which attraction lies in the same horizontal line as Praça do Comércio but further west?,Ancient Art Museum,"['Positional', 'Comparative']",Single Entity,_marker,0.5–2MP,_city
103.png,Which attraction lies east of the Castle and south of the National Pantheon?,Cathedral,['Positional'],Single Entity,_marker,0.5–2MP,_city
103.png,What attraction lies directly north of the Ancient Art Museum and directly south of the Basilica da,Estrela Garden,['Positional'],Single Entity,_marker,0.5–2MP,_city
103.png,Which attraction is situated west of the Santa Justa Elevator and east of the Ancient Art Museum?,São Bento Palace,['Positional'],Single Entity,_marker,0.5–2MP,_city
104.jpg,"Based on the image I provided, which attraction is nearest to Governors Island Ferry?",Battery Maritime Building,"['Positional', 'Comparative']",Single Entity,_mixed,2–8MP,_city
104.jpg,"Based on the image I provided, Is Nat'l Museum located inside Battery Park or outside it?",Outside,['Positional'],Boolean,_mixed,2–8MP,_city
104.jpg,"Based on the image I provided,  Is Federal Hall closer to Trinity Church or to the NY Stock Exchange",NY Stock Exchange,['Positional'],Boolean,_mixed,2–8MP,_city
104.jpg,Which two landmarks are connected by the green dotted history walk near Pearl Street?,"NYC Police Museum, Vietnam Memorial","['Visual', 'Positional']",Listing,_mixed,2–8MP,_city
104.jpg,"Based on the image I provided, Is the Vietnam Veterans Memorial closer to which Ferry",Governors Island Ferry,['Positional'],Single Entity,_mixed,2–8MP,_city
104.jpg,"Based on the image I provided, Whcich attraction is near pumphouse park?",World Financial Center,['Positional'],Single Entity,_mixed,2–8MP,_city
104.jpg,Which history walk pass through the Museum of Jewish Heritage?,Orange dotted history walk,['Positional'],Single Entity,_mixed,2–8MP,_city
104.jpg,"Based on the image I provided, which hotel nearest to Skyscraper Museum?",Ritz-Carlton,"['Positional', 'Comparative']",Single Entity,_mixed,2–8MP,_city
104.jpg,"Based on the image I provided, which attraction is nearest to city hall?",Brooklyn Bridge,"['Positional', 'Comparative']",Single Entity,_mixed,2–8MP,_city
104.jpg,"Based on the image I provided, What is the label number of 9/11 Memorial & Museum?",67,['Visual'],Single Entity,_mixed,2–8MP,_city
105.png,Which two landmarks are closest to the geographical center of the map?,"Puerta del Sol (20), Plaza Mayor (17)","['Positional', 'Comparative']",Listing,_mixed,2–8MP,_city
105.png,"Identify the only landmark located directly on the ""Gran Vía.""",Metropolis Building (27),['Positional'],Single Entity,_mixed,2–8MP,_city
105.png,Which landmark is farthest north on the map?,Plaza de Castilla (42),"['Positional', 'Comparative']",Single Entity,_mixed,2–8MP,_city
105.png,What is the only landmark located on the banks of the Manzanares River?,Puente de Toledo (40),['Positional'],Single Entity,_mixed,2–8MP,_city
105.png,Identify the landmark that is both a museum and located in the Retiro district.,Prado Museum,['Positional'],Single Entity,_mixed,2–8MP,_city
105.png,Which landmark is located at the intersection of Calle Mayor and Calle Bailén?,Plaza de la Armería (12),['Positional'],Single Entity,_mixed,2–8MP,_city
105.png,Which landmark is directly south of the Royal Palace?,La Almudena Cathedral (2),['Positional'],Single Entity,_mixed,2–8MP,_city
106.png,"What section is directly west of ""LABORATORY""?",AMBULATORY CARE,"['Visual', 'Positional']",Single Entity,_layout,0.5–2MP,_building
106.png,"If you're at ""GIFT SHOP"", what is the nearest section to your east?",ADMITTING,"['Visual', 'Positional', 'Comparative']",Reasoning,_layout,0.5–2MP,_building
106.png,"What section is north of ""PSYCHIATRY WEST""?",PSYCHIATRY EAST,"['Visual', 'Positional']",Single Entity,_layout,0.5–2MP,_building
106.png,Which section is positioned at the extreme top-left of the map?,EMERGENCY,"['Visual', 'Positional']",Single Entity,_layout,0.5–2MP,_building
106.png,"From ""COFFEE KIOSK"", if you move directly south, where do you arrive?",AMBULATORY CARE,['Positional'],Reasoning,_layout,0.5–2MP,_building
106.png,"What area is east of ""SCREENING MAMMOGRAPHY""?",PSYCHIATRY EAST,['Positional'],Single Entity,_layout,0.5–2MP,_building
106.png,"Which section is directly north of ""CLINICAL ADMIN""?",CASHIER,"['Visual', 'Positional']",Single Entity,_layout,0.5–2MP,_building
106.png,"What color is used for the ""EMERGENCY"" area?",Red,['Visual'],Single Entity,_layout,0.5–2MP,_building
106.png,"If someone enters from the bottom-left stairwell, which section do they enter first?",LABORATORY,"['Visual', 'Positional', 'Comparative']",Single Entity,_layout,0.5–2MP,_building
106.png,"What is immediately west of ""SPIRITUAL CARE""?",ADMINISTRATION,['Positional'],Single Entity,_layout,0.5–2MP,_building
107.png,which room is the security room touching?,Laboratory,['Other'],Single Entity,_layout,0.5–2MP,_building
107.png,how many colors that are different from the emergency room are bordering the em,3,"['Visual', 'Positional']",Counting,_layout,0.5–2MP,_building
107.png,how many different colors is bordering the physiotherapy room?,2,"['Visual', 'Positional']",Counting,_layout,0.5–2MP,_building
107.png,how many different colors is bordering the pharmacy room?,1,"['Visual', 'Positional']",Counting,_layout,0.5–2MP,_building
107.png,which labeled area is the closest to the physiotherapy room?,Medicine Unit,"['Visual', 'Comparative']",Single Entity,_layout,0.5–2MP,_building
107.png,which labeled area is the closest to the Diagnostic imaging area?,Emergency,"['Visual', 'Comparative']",Single Entity,_layout,0.5–2MP,_building
107.png,which labeled area is the closest to the ambulatory daycare?,Laboratory,"['Visual', 'Comparative']",Single Entity,_layout,0.5–2MP,_building
107.png,"Using the picture above, how many different exact colors are used to categorize the different rooms?",8,"['Visual', 'Positional']",Counting,_layout,0.5–2MP,_building
107.png,how many rooms are purple?,2,['Visual'],Counting,_layout,0.5–2MP,_building
107.png,how many separate rooms are light blue?,3,['Visual'],Counting,_layout,0.5–2MP,_building
108.png,How many labelled dark blue rooms are there in this image?,5,['Visual'],Counting,_layout,0.5–2MP,_building
108.png,"Given i am at the center of the map, which direction do i go to reach Fraser Valley Cancer Clinic?",North-east,['Positional'],Single Entity,_layout,0.5–2MP,_building
108.png,Which department (name) lies immediately east of the green Emergency block and shares a doorway with,Diagnostic Imaging,"['Visual', 'Positional']",Single Entity,_layout,0.5–2MP,_building
